id,user_id,vehicle_model_id,travel_type_id,from_area_id,to_area_id,date_travel,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,Car_Cancellation
149439,30933,12,2,83,936,5/16/2013 8:00,1,0,5/15/2013 22:13,12.92415,77.67229,12.97251,77.61954,1
158617,26873,12,2,1095,184,07/06/13 7:45,1,0,07/05/13 19:31,12.92415,77.67229,12.95871,77.56337,1
183077,33925,12,2,271,1330,11/04/13 22:30,1,0,11/04/13 16:19,12.95641,77.64076,12.953434,77.70651,1
173212,38477,12,2,238,1152,9/13/2013 16:45,1,0,9/13/2013 14:19,12.93711,77.60171,12.87153,77.60206,1
173413,42636,12,2,1384,1390,9/14/2013 16:00,1,0,9/14/2013 12:28,13.02853,77.54625,12.969368,77.641302,1
172610,42208,12,3,949,NULL,09/10/13 8:00,1,0,09/10/13 5:43,12.98275,77.61582,NULL,NULL,1
149968,6484,12,2,211,1090,5/19/2013 5:45,1,0,5/18/2013 20:54,13.04967,77.60479,12.969724,77.593389,1
150457,31517,12,2,393,814,5/21/2013 23:30,0,1,5/21/2013 22:22,13.19956,77.70688,12.908993,77.6889,1
157434,35126,89,2,571,1102,6/29/2013 6:30,0,0,6/28/2013 23:53,12.95185,77.69642,12.93652,77.54481,1
167019,39533,12,2,220,585,8/15/2013 4:45,1,0,8/14/2013 21:48,12.99722,77.62003,12.97677,77.5727,1
152596,32671,12,2,209,1063,06/02/13 3:30,1,0,06/02/13 1:58,12.97842,77.62972,12.934477,77.611284,1
178845,43049,12,3,392,NULL,10/13/2013 12:00,1,0,10/13/2013 9:19,12.986284,77.735245,NULL,NULL,1
182550,46852,12,2,1353,393,11/01/13 4:45,1,0,10/31/2013 17:18,12.966545,77.711639,13.19956,77.70688,1
136005,15743,12,2,264,572,02/01/13 20:45,0,0,1/31/2013 11:07,12.90721,77.69544,12.91873,77.61494,1
159239,35941,12,2,393,142,07/07/13 22:45,1,0,07/07/13 19:25,13.19956,77.70688,12.91281,77.60923,1
147620,27745,12,2,142,1384,05/05/13 20:00,0,0,05/05/13 10:47,12.91281,77.60923,13.02853,77.54625,1
144208,13103,12,2,458,1370,04/11/13 21:15,0,0,04/11/13 10:08,13.00037,77.72746,12.995756,77.761764,1
144411,20427,12,2,1351,572,04/12/13 20:45,1,0,04/12/13 19:13,12.894352,77.675265,12.91873,77.61494,1
173839,42851,12,2,1330,393,9/16/2013 2:00,1,0,9/16/2013 0:30,12.953434,77.70651,13.19956,77.70688,1
152233,24031,12,2,171,410,06/01/13 6:45,0,1,5/31/2013 19:55,12.98479,77.66128,13.05121,77.54113,1
182859,47075,12,2,793,409,11/02/13 19:00,1,0,11/02/13 16:17,13.02239,77.59492,13.07746,77.60668,1
182053,9773,12,2,141,1068,10/31/2013 9:00,1,0,10/31/2013 6:27,12.97119,77.61477,13.044009,77.606805,1
182182,27458,12,2,61,1285,11/22/2013 9:00,0,0,10/31/2013 10:14,12.96298,77.71229,12.993032,77.661494,1
142025,27010,12,2,2,455,3/24/2013 12:00,0,0,3/24/2013 10:25,12.99212,77.67218,12.999874,77.67812,1
179329,45403,12,2,1333,1390,10/16/2013 9:45,1,0,10/16/2013 1:39,12.895675,77.602293,12.969368,77.641302,1
178793,43234,12,2,789,585,10/13/2013 5:30,1,0,10/12/13 21:11,12.9634,77.60343,12.97677,77.5727,1
177843,29648,12,3,1301,NULL,10/08/13 18:00,0,0,10/08/13 15:32,12.937222,77.626915,NULL,NULL,1
183056,16746,91,2,393,182,11/04/13 23:15,0,1,11/04/13 13:47,13.19956,77.70688,12.94574,77.64928,1
139795,25949,85,2,478,414,03/02/13 14:30,0,0,03/02/13 11:47,12.9221,77.55263,13.00397,77.59964,1
150548,32348,28,2,156,452,5/22/2013 19:00,1,0,5/22/2013 16:06,13.02622,77.70143,12.95278,77.59088,1
182322,41670,12,2,502,344,11/21/2013 6:30,0,0,10/31/2013 11:19,12.90084,77.56483,12.94788,77.67092,1
172002,41841,12,2,945,463,09/06/13 21:30,0,0,09/06/13 17:55,12.92089,77.63354,12.96037,77.58132,1
182321,41670,12,2,502,344,11/20/2013 6:30,0,0,10/31/2013 11:19,12.90084,77.56483,12.94788,77.67092,1
179043,18936,12,3,376,NULL,10/14/2013 12:00,1,0,10/14/2013 10:00,12.90245,77.66081,NULL,NULL,1
152987,32911,12,2,271,1026,06/03/13 19:00,1,0,06/03/13 17:03,12.95641,77.64076,13.10482,77.57631,1
138046,25088,12,2,1359,585,2/16/2013 4:45,1,0,2/16/2013 0:25,12.949644,77.702913,12.97677,77.5727,1
173659,42789,65,3,571,NULL,9/15/2013 15:15,1,0,9/15/2013 13:16,12.95185,77.69642,NULL,NULL,1
184522,35982,12,2,393,492,11/14/2013 22:30,1,0,11/14/2013 11:09,13.19956,77.70688,12.851218,77.521664,1
164446,38256,12,2,293,849,08/02/13 20:30,1,0,08/02/13 19:26,12.849482,77.663187,12.95434,77.60072,1
148913,30513,12,2,142,585,5/13/2013 15:30,1,0,05/12/13 18:17,12.91281,77.60923,12.97677,77.5727,1
163028,14988,12,2,625,1391,7/27/2013 19:45,1,0,7/27/2013 18:45,12.95431,77.6553,12.970926,77.647321,1
180804,18590,12,2,1069,452,10/30/2013 17:30,0,0,10/24/2013 15:35,12.949764,77.643524,12.95278,77.59088,1
159648,36126,12,2,1005,1280,07/10/13 9:15,1,0,07/10/13 7:43,12.89096,77.60993,12.966054,77.717837,1
181784,46618,12,2,1244,1012,10/30/2013 18:00,1,0,10/29/2013 21:52,12.96462,77.68779,12.94899,77.59777,1
152945,19990,12,3,433,NULL,06/03/13 17:30,0,0,06/03/13 13:30,12.91226,77.59773,NULL,NULL,1
149932,27952,12,2,1276,296,5/18/2013 19:45,0,1,5/18/2013 17:54,12.92836,77.683958,12.96662,77.59868,1
179008,45244,12,2,293,410,10/14/2013 4:30,0,1,10/14/2013 0:52,12.849482,77.663187,13.05121,77.54113,1
138440,25284,12,2,271,391,2/20/2013 7:45,0,0,2/19/2013 11:35,12.95641,77.64076,12.98099,77.60209,1
182170,32023,12,2,293,376,11/29/2013 17:00,0,0,10/31/2013 10:11,12.849482,77.663187,12.90245,77.66081,1
172316,42042,12,3,269,NULL,09/08/13 12:30,1,0,09/08/13 10:25,12.9744,77.69183,NULL,NULL,1
149074,30083,12,2,269,1371,5/13/2013 23:30,0,0,5/13/2013 15:17,12.9744,77.69183,13.000418,77.674835,1
148775,30659,12,2,396,24,05/12/13 7:45,1,0,05/12/13 1:50,12.92073,77.66482,13.03289,77.59194,1
178239,5571,12,2,1036,572,10/10/13 18:15,1,0,10/10/13 13:14,12.925568,77.580568,12.91873,77.61494,1
182766,46997,12,2,1041,1390,11/01/13 21:30,1,0,11/01/13 19:31,12.974408,77.6648,12.969368,77.641302,1
179450,45472,12,2,1017,1384,10/17/2013 8:15,1,0,10/16/2013 20:58,13.11084,77.60074,13.02853,77.54625,1
181913,46689,12,2,1096,1384,10/30/2013 16:30,1,0,10/30/2013 14:13,12.96519,77.71932,13.02853,77.54625,1
160396,18116,12,2,269,572,7/13/2013 19:30,0,0,7/13/2013 14:34,12.9744,77.69183,12.91873,77.61494,1
157441,34749,12,2,49,393,6/29/2013 7:00,1,0,6/29/2013 1:54,12.78091,77.77131,13.19956,77.70688,1
159951,26313,12,2,1010,585,07/11/13 18:30,0,1,07/11/13 17:00,12.96691,77.74935,12.97677,77.5727,1
157423,3007,12,2,1010,1349,6/29/2013 7:45,0,0,6/28/2013 22:40,12.96691,77.74935,12.993686,77.587527,1
150275,31437,12,2,788,1254,5/20/2013 19:30,1,0,5/20/2013 18:12,12.92471,77.49867,12.934048,77.580568,1
152900,32870,12,2,1159,392,06/03/13 11:15,1,0,06/03/13 9:35,12.90163,77.582,12.986284,77.735245,1
149239,30913,12,2,571,585,5/14/2013 18:45,0,0,5/14/2013 16:18,12.95185,77.69642,12.97677,77.5727,1
184069,21411,12,2,1068,458,11/11/13 14:45,1,0,11/11/13 13:12,13.044009,77.606805,13.00037,77.72746,1
178912,34552,12,2,410,1010,10/13/2013 17:30,0,1,10/13/2013 15:57,13.05121,77.54113,12.96691,77.74935,1
185820,48495,12,2,1331,1371,11/23/2013 15:30,1,0,11/23/2013 14:05,12.896203,77.598108,13.000418,77.674835,1
180747,46040,89,2,1084,1053,10/24/2013 15:00,1,0,10/24/2013 10:01,12.892657,77.581866,12.912799,77.589784,1
142919,27300,12,2,1057,1153,3/31/2013 12:45,0,0,3/31/2013 11:42,12.916156,77.643803,12.87153,77.60206,1
185594,48540,89,2,987,567,11/22/2013 10:30,0,1,11/22/2013 8:44,12.96897,77.59456,12.95764,77.6043,1
184384,47865,12,2,1052,1349,11/30/2013 8:30,0,0,11/13/2013 10:19,12.912695,77.576265,12.993686,77.587527,1
165620,38801,12,2,61,463,08/08/13 19:15,1,0,08/08/13 17:21,12.96298,77.71229,12.96037,77.58132,1
172410,42101,12,2,1390,293,09/08/13 23:30,0,1,09/08/13 20:24,12.969368,77.641302,12.849482,77.663187,1
175563,43646,12,2,1089,585,9/27/2013 18:30,0,0,9/26/2013 18:42,12.99517,77.731147,12.97677,77.5727,1
185923,34127,12,2,376,424,11/24/2013 22:15,0,1,11/24/2013 12:25,12.90245,77.66081,12.93084,77.61883,1
185305,48412,12,2,1102,1036,11/20/2013 11:00,0,1,11/20/2013 8:07,12.93652,77.54481,12.925568,77.580568,1
148230,21029,12,3,85,NULL,05/10/13 19:15,1,0,05/09/13 18:37,12.95755,77.71803,NULL,NULL,1
152287,32515,12,2,571,585,06/01/13 2:00,1,0,06/01/13 0:29,12.95185,77.69642,12.97677,77.5727,1
153529,28735,12,2,176,1133,06/06/13 19:15,1,0,06/06/13 17:01,12.9073,77.69512,12.9744,77.69183,1
179183,40678,12,2,1041,393,10/15/2013 4:45,1,0,10/14/2013 23:54,12.974408,77.6648,13.19956,77.70688,1
148264,30386,12,2,1263,1243,05/09/13 23:00,1,0,05/09/13 20:57,12.96897,77.59456,12.98275,77.61582,1
158142,35477,12,2,83,176,07/03/13 21:00,0,0,07/03/13 11:30,12.92415,77.67229,12.9073,77.69512,1
150635,31613,65,2,393,293,5/25/2013 4:30,1,0,5/23/2013 6:28,13.19956,77.70688,12.849482,77.663187,1
182048,46767,12,2,413,393,10/31/2013 5:30,0,1,10/31/2013 2:14,12.92171,77.59017,13.19956,77.70688,1
178782,45065,12,2,330,393,10/13/2013 4:00,0,1,10/12/13 20:10,12.858833,77.589127,13.19956,77.70688,1
169235,40654,89,2,142,1281,8/25/2013 16:15,1,0,8/25/2013 14:44,12.91281,77.60923,12.934634,77.611283,1
152290,32518,12,2,1101,585,06/01/13 5:00,1,0,06/01/13 0:48,12.93652,77.54481,12.97677,77.5727,1
179186,44954,89,2,293,1133,10/15/2013 8:00,0,1,10/15/2013 0:36,12.849482,77.663187,12.9744,77.69183,1
166860,39441,12,2,376,572,8/14/2013 19:00,0,0,8/14/2013 12:56,12.90245,77.66081,12.91873,77.61494,1
147112,313,12,2,1371,1330,05/02/13 5:45,1,0,05/02/13 0:15,13.000418,77.674835,12.953434,77.70651,1
179393,45445,12,2,1096,585,10/16/2013 15:15,1,0,10/16/2013 13:41,12.96519,77.71932,12.97677,77.5727,1
169306,40683,12,2,171,1384,9/17/2013 18:00,1,0,8/25/2013 22:16,12.98479,77.66128,13.02853,77.54625,1
147292,29879,12,3,502,NULL,05/03/13 11:00,0,0,05/03/13 10:08,12.90084,77.56483,NULL,NULL,1
154210,33407,12,2,393,492,06/09/13 23:30,0,1,06/09/13 20:29,13.19956,77.70688,12.851218,77.521664,1
182230,34972,12,2,1041,949,11/22/2013 9:15,0,0,10/31/2013 10:30,12.974408,77.6648,12.98275,77.61582,1
150795,31560,12,3,396,NULL,5/24/2013 8:00,1,0,5/23/2013 21:44,12.92073,77.66482,NULL,NULL,1
172738,42273,12,2,1365,585,10/30/2013 16:00,0,0,09/10/13 19:51,12.845653,77.677925,12.97677,77.5727,1
154757,33264,12,2,156,112,6/13/2013 8:00,1,0,6/13/2013 0:06,13.02622,77.70143,12.93331,77.56666,1
148442,30464,12,3,293,NULL,05/10/13 19:45,1,0,05/10/13 17:46,12.849482,77.663187,NULL,NULL,1
152216,32458,12,2,1226,1189,5/31/2013 20:45,1,0,5/31/2013 19:17,13.01508,77.67796,12.91873,77.61494,1
153110,32115,89,2,912,572,06/04/13 19:30,0,0,06/04/13 11:35,12.92645,77.61206,12.91873,77.61494,1
166905,39456,12,2,994,585,8/14/2013 19:00,0,0,8/14/2013 15:39,12.93965,77.74657,12.97677,77.5727,1
182661,46926,12,2,83,1384,11/01/13 8:30,1,0,11/01/13 6:50,12.92415,77.67229,13.02853,77.54625,1
167003,39521,12,2,1330,176,8/15/2013 5:30,1,0,8/14/2013 20:58,12.953434,77.70651,12.9073,77.69512,1
184225,47828,89,2,626,122,11/28/2013 17:00,0,0,11/12/13 12:45,12.975066,77.6027,12.99682,77.60436,1
155017,33953,12,2,994,168,6/14/2013 19:30,1,0,6/14/2013 16:05,12.93965,77.74657,12.99313,77.59828,1
152831,28488,12,2,149,1032,06/02/13 22:00,0,1,06/02/13 20:30,12.93022,77.56039,12.913301,77.685592,1
180548,26084,12,2,363,293,10/23/2013 11:15,1,0,10/23/2013 2:48,12.99287,77.71662,12.849482,77.663187,1
174594,43203,12,2,160,1192,9/20/2013 21:00,1,0,9/20/2013 15:14,13.13243,77.66901,12.97677,77.5727,1
142756,21670,12,2,458,1248,3/30/2013 16:30,1,0,3/30/2013 11:57,13.00037,77.72746,12.978945,77.574849,1
146416,29423,12,2,1383,1074,4/27/2013 18:15,1,0,4/27/2013 16:41,12.930451,77.685822,12.95908,77.648149,1
180120,45750,12,3,1059,NULL,10/21/2013 8:00,0,0,10/20/2013 14:56,12.90881,77.631127,NULL,NULL,1
138028,25074,12,2,832,1218,2/16/2013 8:00,1,0,2/15/2013 22:26,12.88019,77.64558,12.96155,77.61572,1
185609,48547,12,2,1010,776,11/22/2013 20:00,0,0,11/22/2013 9:54,12.96691,77.74935,13.01508,77.67796,1
146140,25774,28,2,571,455,4/26/2013 18:30,0,0,4/25/2013 23:03,12.95185,77.69642,12.999874,77.67812,1
182458,44489,89,2,330,83,11/11/13 15:45,0,0,10/31/2013 12:25,12.858833,77.589127,12.92415,77.67229,1
152303,32524,12,2,693,1379,06/01/13 6:15,1,0,06/01/13 1:41,12.90868,77.60398,13.062088,77.473672,1
172682,14108,12,2,293,585,09/10/13 15:45,1,0,09/10/13 14:12,12.849482,77.663187,12.97677,77.5727,1
150535,31510,12,2,1095,949,5/22/2013 19:00,0,0,5/22/2013 14:37,12.92415,77.67229,12.98275,77.61582,1
173845,42855,12,2,1282,1321,9/16/2013 8:00,1,0,9/16/2013 6:29,12.959687,77.747099,12.987445,77.616958,1
172864,1154,12,2,167,220,09/11/13 20:00,0,0,09/11/13 14:57,12.99036,77.58913,12.99722,77.62003,1
182320,41670,12,2,502,344,11/19/2013 6:30,0,0,10/31/2013 11:19,12.90084,77.56483,12.94788,77.67092,1
137450,24790,12,2,186,585,02/11/13 13:45,1,0,02/11/13 12:09,12.80257,77.70453,12.97677,77.5727,1
182507,46826,12,2,571,585,10/31/2013 20:00,0,1,10/31/2013 15:07,12.95185,77.69642,12.97677,77.5727,1
183868,36212,12,2,1136,222,11/10/13 3:15,1,0,11/09/13 23:40,12.99049,77.69798,12.97216,77.59383,1
171165,41348,12,2,458,1135,09/06/13 8:15,0,0,09/03/13 10:14,13.00037,77.72746,13.00775,77.67357,1
178882,16439,12,3,1166,NULL,10/13/2013 16:00,1,0,10/13/2013 12:33,12.997198,77.669514,NULL,NULL,1
150061,31306,12,2,293,585,5/19/2013 16:15,1,0,5/19/2013 14:35,12.849482,77.663187,12.97677,77.5727,1
185858,48675,12,2,570,466,11/23/2013 21:30,0,1,11/23/2013 20:00,12.94832,77.5882,13.017436,77.64458,1
182204,27458,12,2,1285,61,11/25/2013 17:00,0,0,10/31/2013 10:20,12.993032,77.661494,12.96298,77.71229,1
150100,24847,28,2,1053,585,5/20/2013 6:30,0,0,5/19/2013 18:38,12.912799,77.589784,12.97677,77.5727,1
182123,32527,12,2,1026,218,11/21/2013 7:45,0,0,10/31/2013 9:58,13.10482,77.57631,12.96799,77.58882,1
153829,33342,12,2,1365,585,06/08/13 8:00,0,1,06/08/13 0:53,12.845653,77.677925,12.97677,77.5727,1
180582,36209,89,2,393,293,11/13/2013 10:00,0,1,10/23/2013 11:04,13.19956,77.70688,12.849482,77.663187,1
147212,17528,12,3,839,NULL,05/04/13 12:15,1,0,05/02/13 19:48,12.85773,77.78642,NULL,NULL,1
173818,38396,12,2,1376,484,9/16/2013 8:00,1,0,9/15/2013 22:10,12.870296,77.537457,12.90013,77.48279,1
150391,31484,87,2,396,585,5/21/2013 18:45,1,0,5/21/2013 14:46,12.92073,77.66482,12.97677,77.5727,1
170927,41286,12,2,488,1067,09/02/13 7:30,0,0,09/02/13 0:09,12.959979,77.647998,12.934312,77.601508,1
183500,43060,12,3,1330,NULL,11/07/13 18:00,0,0,11/07/13 13:44,12.953434,77.70651,NULL,NULL,1
178827,45065,89,2,330,393,10/13/2013 4:00,0,1,10/13/2013 1:40,12.858833,77.589127,13.19956,77.70688,1
182371,46796,12,2,1141,92,10/31/2013 17:00,1,0,10/31/2013 11:57,12.91028,77.64512,12.99569,77.6835,1
143305,27714,12,2,137,1263,04/03/13 16:30,1,0,04/03/13 14:33,12.81575,77.68465,12.96897,77.59456,1
176296,43907,12,2,1142,585,9/30/2013 17:30,0,0,9/29/2013 22:02,13.03369,77.62821,12.97677,77.5727,1
153058,32955,12,2,1033,1373,06/04/13 6:00,1,0,06/04/13 4:33,12.906358,77.599547,13.037255,77.58166,1
152469,26537,12,2,730,1349,06/01/13 18:15,1,0,06/01/13 16:40,13.03386,77.51269,12.993686,77.587527,1
177939,29648,12,2,1301,1237,10/09/13 9:30,0,0,10/09/13 0:04,12.937222,77.626915,12.92645,77.61206,1
182913,47105,12,2,269,396,11/03/13 13:00,1,0,11/03/13 11:13,12.9744,77.69183,12.92073,77.66482,1
166811,34898,12,2,293,585,8/14/2013 17:00,1,0,8/14/2013 9:55,12.849482,77.663187,12.97677,77.5727,1
151402,32022,12,2,1260,1384,5/27/2013 19:30,0,1,5/27/2013 16:18,13.091475,77.489444,13.02853,77.54625,1
184301,47864,89,2,393,150,11/13/2013 12:30,1,0,11/12/13 20:14,13.19956,77.70688,12.89724,77.61065,1
149949,31250,12,2,1129,296,5/18/2013 20:30,1,0,5/18/2013 18:57,12.99722,77.62003,12.96662,77.59868,1
149973,29881,12,3,1299,NULL,5/19/2013 10:00,0,0,5/18/2013 21:22,12.979206,77.709612,NULL,NULL,1
173100,13558,12,2,1371,1053,9/13/2013 8:15,1,0,09/12/13 20:53,13.000418,77.674835,12.912799,77.589784,1
144544,28379,12,2,571,1012,4/13/2013 19:00,1,0,4/13/2013 16:15,12.95185,77.69642,12.94899,77.59777,1
185851,47383,12,2,1161,590,11/24/2013 7:30,0,0,11/23/2013 19:21,12.92732,77.63575,13.00826,77.56433,1
148001,31344,12,2,625,585,05/08/13 5:00,1,0,05/07/13 22:56,12.95431,77.6553,12.97677,77.5727,1
179484,33357,12,2,83,278,10/17/2013 8:00,1,0,10/17/2013 5:51,12.92415,77.67229,13.00472,77.55381,1
178629,40464,12,2,580,571,10/12/13 23:30,1,0,10/12/13 8:37,12.97038,77.61045,12.95185,77.69642,1
143018,27533,12,2,571,269,04/01/13 6:45,0,0,3/31/2013 20:47,12.95185,77.69642,12.9744,77.69183,1
175397,43575,12,2,1174,1390,9/25/2013 18:00,1,0,9/25/2013 16:24,12.959979,77.647998,12.969368,77.641302,1
177128,38550,89,2,1278,571,10/04/13 16:45,1,0,10/04/13 7:08,12.927772,77.669469,12.95185,77.69642,1
185887,48696,12,2,218,466,11/24/2013 6:30,0,1,11/23/2013 23:14,12.96799,77.58882,13.017436,77.64458,1
183595,45711,12,2,292,463,11/08/13 10:00,0,1,11/08/13 8:37,12.93944,77.62923,12.96037,77.58132,1
161905,36862,12,2,269,585,7/21/2013 17:30,0,1,7/21/2013 16:12,12.9744,77.69183,12.97677,77.5727,1
148429,30459,12,3,529,NULL,05/10/13 18:45,0,0,05/10/13 16:19,12.93615,77.61322,NULL,NULL,1
182594,46886,12,2,571,1384,11/01/13 4:00,1,0,10/31/2013 20:12,12.95185,77.69642,13.02853,77.54625,1
184716,40303,12,3,1095,NULL,11/15/2013 19:00,1,0,11/15/2013 16:52,12.92415,77.67229,NULL,NULL,1
184365,47865,12,2,1349,1052,11/28/2013 18:30,0,0,11/13/2013 10:14,12.993686,77.587527,12.912695,77.576265,1
166897,39327,12,2,271,167,8/14/2013 18:45,1,0,8/14/2013 15:09,12.95641,77.64076,12.99036,77.58913,1
145040,28664,12,2,1353,571,4/17/2013 22:30,0,0,4/17/2013 21:05,12.966545,77.711639,12.95185,77.69642,1
165749,34763,12,2,1153,540,08/09/13 20:00,1,0,08/09/13 10:06,12.87153,77.60206,12.92768,77.62664,1
182409,41512,12,2,1070,934,11/22/2013 17:00,0,0,10/31/2013 12:13,12.926098,77.681121,12.92323,77.59203,1
181981,23109,12,2,1254,585,10/31/2013 18:30,1,0,10/30/2013 20:02,12.934048,77.580568,12.97677,77.5727,1
179213,45331,12,2,330,585,10/15/2013 18:15,0,0,10/15/2013 10:19,12.858833,77.589127,12.97677,77.5727,1
138356,25167,12,2,548,767,2/18/2013 18:30,0,0,2/18/2013 17:32,12.96598,77.57691,12.9122,77.51043,1
179646,42384,12,2,1085,1040,10/18/2013 9:30,1,0,10/17/2013 23:52,12.911942,77.651582,12.920078,77.583432,1
167813,39964,12,2,1166,172,8/18/2013 17:15,1,0,8/18/2013 15:46,12.997198,77.669514,12.97091,77.6305,1
167115,5666,12,2,177,1153,8/15/2013 23:00,1,0,8/15/2013 16:29,12.9675,77.60813,12.87153,77.60206,1
144459,28319,12,2,1086,585,4/13/2013 16:30,1,0,4/13/2013 0:22,12.907487,77.64729,12.97677,77.5727,1
